,filename,sgpa,cgpa
164,20010101023_1800265814.html,1.85,4.58
165,20010101023_1800265930.html,3.96,6.31
166,20010101023_1800265932.html,2.63,5.29
167,20010101023_1800265934.html,4.17,4.67
168,20010101024_1800265267.html,6.42,7.57
169,20010101024_1800265331.html,7.85,7.95
170,20010101024_1800265469.html,6.0,7.26
171,20010101024_1800265814.html,6.52,7.13
172,20010101024_1800265934.html,7.39,7.16
173,20010101025_1800265267.html,6.71,7.58
174,20010101025_1800265469.html,6.13,7.32
175,20010101025_1800265814.html,6.59,7.19
176,20010101025_1800265934.html,6.39,7.1
177,20010101026_1800265267.html,2.67,5.81
178,20010101026_1800265331.html,4.77,6.82
179,20010101026_1800265469.html,2.58,5.65
180,20010101026_1800265499.html,5.69,7.15
181,20010101026_1800265500.html,4.08,6.4
182,20010101026_1800265789.html,4.75,6.81
183,20010101026_1800265790.html,2.58,5.98
184,20010101026_1800265814.html,5.74,5.93
185,20010101026_1800265931.html,4.75,6.81
186,20010101026_1800265932.html,2.58,5.98
187,20010101026_1800265934.html,5.22,5.84
188,20010101027_1800265267.html,4.25,5.92
189,20010101027_1800265331.html,4.77,6.46
190,20010101027_1800265469.html,5.46,6.06
191,20010101027_1800265499.html,5.85,6.84
192,20010101027_1800265788.html,6.31,7.0
193,20010101027_1800265789.html,4.25,6.33
194,20010101027_1800265814.html,6.48,6.21
195,20010101027_1800265931.html,4.25,6.33
196,20010101027_1800265934.html,5.39,6.1
197,20010101028_1800265267.html,5.54,7.09
198,20010101028_1800265331.html,7.23,7.59
199,20010101028_1800265469.html,6.46,7.2
200,20010101028_1800265500.html,6.71,7.38
201,20010101028_1800265814.html,7.3,7.21
202,20010101028_1800265934.html,6.22,7.08
203,20010101029_1800265267.html,6.71,7.56
204,20010101029_1800265331.html,7.54,7.84
205,20010101029_1800265469.html,6.42,7.34
206,20010101029_1800265814.html,7.26,7.36
207,20010101029_1800265934.html,6.22,7.21
208,20010101031_1800265267.html,4.88,6.97
209,20010101031_1800265331.html,7.15,7.65
210,20010101031_1800265469.html,6.46,7.07
211,20010101031_1800265789.html,6.63,7.4
212,20010101031_1800265814.html,6.52,7.09
213,20010101031_1800265934.html,6.39,6.99
214,20010101032_1800265267.html,2.79,5.43
215,20010101032_1800265331.html,4.77,6.28
216,20010101032_1800265469.html,4.21,5.49
217,20010101032_1800265499.html,5.38,6.5
218,20010101032_1800265500.html,3.67,5.81
219,20010101032_1800265788.html,5.38,6.5
220,20010101032_1800265789.html,4.33,5.97
221,20010101032_1800265790.html,4.21,5.62
222,20010101032_1800265814.html,5.41,5.58
223,20010101032_1800265930.html,6.08,6.74
224,20010101032_1800265931.html,5.08,6.34
225,20010101032_1800265932.html,4.71,6.02
226,20010101032_1800265934.html,5.04,5.79
227,20010101033_1800265267.html,3.75,5.96
228,20010101033_1800265331.html,4.85,6.68
229,20010101033_1800265469.html,1.67,5.58
230,20010101033_1800265499.html,5.54,6.92
231,20010101033_1800265500.html,5.38,6.54
232,20010101033_1800265790.html,2.17,6.07
233,20010101033_1800265814.html,4.48,5.79
234,20010101033_1800265932.html,4.17,6.47
235,20010101033_1800265933.html,4.93,6.19
236,20010101033_1800265934.html,5.74,6.13
237,20010101034_1800265267.html,6.63,6.97
238,20010101034_1800265331.html,6.0,7.08
239,20010101034_1800265469.html,6.0,6.78
240,20010101034_1800265499.html,6.0,7.08
241,20010101034_1800265814.html,5.81,6.77
242,20010101034_1800265933.html,5.81,6.77
243,20010101034_1800265934.html,4.61,6.48
244,20010101035_1800265267.html,7.71,8.01
245,20010101035_1800265469.html,7.42,7.89
246,20010101035_1800265814.html,7.81,7.88
247,20010101035_1800265934.html,8.17,7.92
248,20010101036_1800265267.html,6.58,7.21
249,20010101036_1800265331.html,6.69,7.42
250,20010101036_1800265469.html,6.88,7.15
251,20010101036_1800265814.html,7.26,7.17
252,20010101036_1800265934.html,7.52,7.22
253,20010101037_1800265267.html,8.21,8.81
254,20010101037_1800265469.html,8.25,8.7
255,20010101037_1800265814.html,8.19,8.6
256,20010101037_1800265934.html,8.52,8.59
257,20010101039_1800265267.html,6.21,6.74
258,20010101039_1800265331.html,6.08,6.92
259,20010101039_1800265469.html,4.67,6.34
260,20010101039_1800265499.html,6.08,6.92
261,20010101039_1800265788.html,6.08,6.92
262,20010101039_1800265790.html,4.67,6.34
263,20010101039_1800265814.html,6.67,6.4
264,20010101039_1800265932.html,5.67,6.66
265,20010101039_1800265934.html,6.48,6.64
266,20010101040_1800265267.html,8.33,8.61
267,20010101040_1800265469.html,7.67,8.43
268,20010101040_1800265814.html,8.0,8.35
269,20010101040_1800265934.html,8.39,8.35
270,20010101041_1800265267.html,3.33,4.92
271,20010101041_1800265331.html,2.46,5.43
272,20010101041_1800265469.html,2.13,4.52
273,20010101041_1800265499.html,3.15,5.68
274,20010101041_1800265500.html,3.33,5.1
275,20010101041_1800265788.html,3.85,5.92
276,20010101041_1800265789.html,4.0,5.45
277,20010101041_1800265790.html,2.63,4.89
278,20010101041_1800265814.html,3.63,4.66
279,20010101041_1800265930.html,5.58,6.53
280,20010101041_1800265931.html,4.0,5.91
281,20010101041_1800265932.html,4.46,5.62
282,20010101041_1800265933.html,4.96,5.5
283,20010101041_1800265934.html,4.96,5.43
284,20010101042_1800265267.html,5.75,7.27
285,20010101042_1800265469.html,6.08,7.23
286,20010101042_1800265500.html,6.75,7.51
287,20010101042_1800265814.html,6.7,7.13
288,20010101042_1800265934.html,7.0,7.12
289,20010101043_1800265267.html,7.42,8.31
290,20010101043_1800265469.html,7.17,8.08
291,20010101043_1800265814.html,7.11,7.91
292,20010101043_1800265934.html,7.74,7.88
293,20010101045_1800265267.html,7.75,8.06
294,20010101045_1800265469.html,7.58,7.97
295,20010101045_1800265814.html,8.11,7.99
296,20010101045_1800265934.html,8.22,8.02
297,20010101046_1800265267.html,4.29,6.7
298,20010101046_1800265469.html,4.08,6.19
299,20010101046_1800265814.html,0.0,5.07
300,20010101046_1800265934.html,4.0,4.92
301,20010101047_1800265267.html,5.58,6.81
302,20010101047_1800265331.html,6.73,7.2
303,20010101047_1800265469.html,6.25,6.7
304,20010101047_1800265814.html,6.26,6.62
305,20010101047_1800265934.html,6.61,6.62
306,20010101048_1800265267.html,5.33,6.79
307,20010101048_1800265331.html,6.69,7.26
308,20010101048_1800265469.html,6.42,6.98
309,20010101048_1800265499.html,7.31,7.47
310,20010101048_1800265814.html,4.37,6.5
311,20010101048_1800265934.html,6.65,6.59
312,20010101049_1800265267.html,8.21,8.74
313,20010101049_1800265469.html,8.13,8.62
314,20010101049_1800265814.html,8.26,8.56
315,20010101049_1800265934.html,8.35,8.53
316,20010101050_1800265267.html,7.71,8.26
317,20010101050_1800265469.html,7.63,8.13
318,20010101050_1800265814.html,7.89,8.09
319,20010101050_1800265934.html,8.09,8.09
320,20010101051_1800265267.html,3.5,5.8
321,20010101051_1800265331.html,4.96,6.54
322,20010101051_1800265469.html,5.21,5.68
323,20010101051_1800265814.html,4.0,5.38
324,20010101051_1800265930.html,4.96,6.54
325,20010101051_1800265931.html,4.5,6.04
326,20010101051_1800265933.html,4.0,5.54
327,20010101051_1800265934.html,5.78,5.57
328,20010101052_1800265267.html,7.42,8.19
329,20010101052_1800265469.html,7.71,8.1
330,20010101052_1800265814.html,7.3,7.95
331,20010101052_1800265934.html,8.22,7.99
332,20010101053_1800265267.html,7.13,7.83
333,20010101053_1800265469.html,6.04,7.48
334,20010101053_1800265814.html,6.41,7.28
335,20010101053_1800265934.html,7.13,7.26
336,20010101054_1800265267.html,5.54,6.92
337,20010101054_1800265331.html,6.12,7.36
338,20010101054_1800265469.html,4.33,6.41
339,20010101054_1800265499.html,6.12,7.36
340,20010101054_1800265500.html,5.54,6.92
341,20010101054_1800265788.html,6.12,7.36
342,20010101054_1800265814.html,4.19,6.22
343,20010101054_1800265930.html,7.04,7.69
344,20010101054_1800265933.html,5.52,6.62
345,20010101054_1800265934.html,6.26,6.58
346,20010101055_1800265267.html,6.71,7.44
347,20010101055_1800265331.html,7.62,7.68
348,20010101055_1800265469.html,7.04,7.36
349,20010101055_1800265814.html,7.04,7.3
350,20010101055_1800265934.html,7.52,7.33
351,20010101056_1800265267.html,6.67,7.63
352,20010101056_1800265469.html,6.67,7.44
353,20010101056_1800265814.html,7.44,7.44
354,20010101056_1800265934.html,7.57,7.46
355,20010101057_1800265267.html,6.96,7.64
356,20010101057_1800265469.html,6.83,7.48
357,20010101057_1800265814.html,6.78,7.36
358,20010101057_1800265934.html,7.61,7.39
359,20010101059_1800265267.html,6.88,7.89
360,20010101059_1800265469.html,7.04,7.77
361,20010101059_1800265814.html,7.56,7.73
362,20010101059_1800265934.html,7.7,7.73
363,20010101060_1800265267.html,7.21,7.96
364,20010101060_1800265469.html,7.5,7.87
365,20010101060_1800265814.html,8.11,7.91
366,20010101060_1800265934.html,8.65,8.01
367,20010101061_1800265267.html,7.42,8.12
368,20010101061_1800265469.html,7.21,7.94
369,20010101061_1800265814.html,7.7,7.9
370,20010101061_1800265934.html,8.22,7.94
371,20010101062_1800265267.html,8.0,8.62
372,20010101062_1800265469.html,7.79,8.46
373,20010101062_1800265814.html,8.0,8.38
374,20010101062_1800265934.html,8.74,8.42
375,20010101063_1800265267.html,5.58,7.02
376,20010101063_1800265331.html,7.5,7.49
377,20010101063_1800265469.html,5.58,6.87
378,20010101063_1800265814.html,6.59,7.01
379,20010101063_1800265934.html,7.87,7.12
380,20010101064_1800265267.html,8.21,8.27
381,20010101064_1800265469.html,8.25,8.26
382,20010101064_1800265814.html,8.41,8.29
383,20010101064_1800265934.html,8.96,8.38
384,20010104001_1800265270.html,2.88,4.55
385,20010104001_1800265518.html,2.54,4.25
386,20010104001_1800265599.html,2.31,5.26
387,20010104001_1800265817.html,0.92,3.67
388,20010104001_1800265821.html,2.88,4.67
389,20010104001_1800265985.html,2.88,4.67
390,20010104001_1800265986.html,2.54,4.25
391,20010104001_1800265988.html,2.7,3.68
392,20010104002_1800265270.html,5.79,7.1
393,20010104002_1800265518.html,6.79,7.04
394,20010104002_1800265600.html,5.79,7.1
395,20010104002_1800265817.html,5.73,6.89
396,20010104002_1800265821.html,6.29,7.22
397,20010104002_1800265988.html,5.96,6.77
398,20010104003_1800265270.html,4.58,6.11
399,20010104003_1800265340.html,6.04,6.61
400,20010104003_1800265518.html,6.38,6.26
401,20010104003_1800265599.html,6.5,6.77
402,20010104003_1800265817.html,3.54,5.99
403,20010104003_1800265821.html,5.83,6.54
404,20010104003_1800265988.html,5.04,6.09
405,20010104004_1800265270.html,7.25,7.96
406,20010104004_1800265518.html,8.13,7.99
407,20010104004_1800265817.html,6.15,7.67
408,20010104004_1800265988.html,7.7,7.67
409,20010104006_1800265270.html,3.83,6.11
410,20010104006_1800265340.html,5.42,6.85
411,20010104006_1800265518.html,3.08,5.76
412,20010104006_1800265600.html,5.08,6.42
413,20010104006_1800265817.html,2.77,5.32
414,20010104006_1800265821.html,5.08,6.42
415,20010104006_1800265822.html,3.58,5.86
416,20010104006_1800265984.html,5.42,6.85
417,20010104006_1800265985.html,5.08,6.42
418,20010104006_1800265986.html,3.58,5.86
419,20010104006_1800265988.html,4.17,5.3
420,20010104007_1800265270.html,5.42,7.2
421,20010104007_1800265518.html,6.29,7.17
422,20010104007_1800265817.html,4.38,6.8
423,20010104007_1800265821.html,6.92,7.57
424,20010104007_1800265988.html,4.78,6.64
425,20010104008_1800265270.html,5.08,6.93
426,20010104008_1800265518.html,6.5,6.99
427,20010104008_1800265817.html,5.88,6.92
428,20010104008_1800265821.html,6.58,7.3
429,20010104008_1800265988.html,6.22,6.82
430,20010104009_1800265270.html,5.17,7.51
431,20010104009_1800265340.html,8.04,8.27
432,20010104009_1800265518.html,5.46,7.5
433,20010104009_1800265600.html,7.17,8.0
434,20010104009_1800265817.html,5.42,7.26
435,20010104009_1800265822.html,6.21,7.65
436,20010104009_1800265988.html,6.0,7.09
437,20010104010_1800265270.html,5.96,7.56
438,20010104010_1800265518.html,7.38,7.7
439,20010104010_1800265817.html,5.42,7.3
440,20010104010_1800265988.html,6.96,7.46
441,20010104011_1800265270.html,5.42,7.46
442,20010104011_1800265518.html,7.67,7.87
443,20010104011_1800265600.html,7.29,7.92
444,20010104011_1800265817.html,6.81,7.68
445,20010104011_1800265988.html,7.78,7.7
446,20010104012_1800265270.html,3.25,6.21
447,20010104012_1800265340.html,6.35,7.18
448,20010104012_1800265518.html,4.42,6.28
449,20010104012_1800265599.html,7.04,7.42
450,20010104012_1800265600.html,4.63,6.73
451,20010104012_1800265817.html,2.96,5.8
452,20010104012_1800265821.html,5.29,6.9
453,20010104012_1800265822.html,4.42,6.41
454,20010104012_1800265985.html,5.29,6.9
455,20010104012_1800265988.html,2.87,5.48
456,20010104013_1800265270.html,6.63,8.05
457,20010104013_1800265518.html,7.29,7.84
458,20010104013_1800265817.html,6.77,7.65
459,20010104013_1800265988.html,7.04,7.57
460,20010104014_1800265270.html,5.71,7.03
461,20010104014_1800265518.html,5.96,6.97
462,20010104014_1800265817.html,5.38,6.69
463,20010104014_1800265988.html,6.43,6.75
464,20010104015_1800265270.html,6.38,7.71
465,20010104015_1800265518.html,7.54,7.9
466,20010104015_1800265600.html,7.5,7.99
467,20010104015_1800265817.html,6.65,7.68
468,20010104015_1800265988.html,7.3,7.63
469,20010104016_1800265270.html,7.08,8.13
470,20010104016_1800265518.html,7.63,8.03
471,20010104016_1800265817.html,7.27,7.9
472,20010104016_1800265988.html,7.57,7.85
473,20010104017_1800265270.html,6.67,7.97
474,20010104017_1800265518.html,8.21,8.21
475,20010104017_1800265600.html,7.67,8.21
476,20010104017_1800265817.html,7.15,8.03
477,20010104017_1800265988.html,7.78,7.99
478,20010104018_1800265270.html,4.17,6.5
479,20010104018_1800265340.html,7.04,7.26
480,20010104018_1800265518.html,5.25,6.55
481,20010104018_1800265600.html,5.67,6.87
482,20010104018_1800265817.html,1.08,5.59
483,20010104018_1800265821.html,5.67,6.87
484,20010104018_1800265985.html,5.67,6.87
485,20010104018_1800265987.html,3.08,5.94
486,20010104018_1800265988.html,4.17,5.66
487,20010104019_1800265270.html,6.5,7.69
488,20010104019_1800265518.html,6.92,7.54
489,20010104019_1800265817.html,4.04,6.93
490,20010104019_1800265988.html,6.17,7.04
491,20010104020_1800265270.html,3.88,5.92
492,20010104020_1800265340.html,4.96,6.58
493,20010104020_1800265518.html,2.71,5.39
494,20010104020_1800265600.html,4.38,6.04
495,20010104020_1800265817.html,2.35,4.93
496,20010104020_1800265821.html,4.88,6.16
497,20010104020_1800265822.html,2.71,5.48
498,20010104020_1800265988.html,5.61,5.23
499,20010104022_1800265270.html,2.88,5.56
500,20010104022_1800265340.html,4.0,6.43
501,20010104022_1800265518.html,3.21,5.25
502,20010104022_1800265599.html,4.0,6.43
503,20010104022_1800265817.html,0.92,4.81
504,20010104022_1800265820.html,4.0,6.43
505,20010104022_1800265821.html,4.63,5.99
506,20010104022_1800265822.html,4.21,5.64
507,20010104022_1800265984.html,5.08,6.81
508,20010104022_1800265985.html,4.63,6.28
509,20010104022_1800265986.html,4.21,5.87
510,20010104022_1800265988.html,4.35,5.22
511,20010104023_1800265270.html,6.92,7.66
512,20010104023_1800265518.html,7.63,7.66
513,20010104023_1800265817.html,7.12,7.56
514,20010104023_1800265988.html,7.43,7.54
515,20010104024_1800265270.html,5.33,7.26
516,20010104024_1800265518.html,7.0,7.3
517,20010104024_1800265817.html,6.5,7.28
518,20010104024_1800265821.html,6.58,7.56
519,20010104024_1800265988.html,6.39,7.16
520,20010104025_1800265270.html,5.92,7.6
521,20010104025_1800265518.html,7.67,7.76
522,20010104025_1800265817.html,5.0,7.28
523,20010104025_1800265988.html,6.91,7.37
524,20010104026_1800265270.html,5.46,7.36
525,20010104026_1800265518.html,7.25,7.48
526,20010104026_1800265600.html,6.21,7.54
527,20010104026_1800265817.html,7.27,7.45
528,20010104026_1800265988.html,8.04,7.53
529,20010104027_1800265270.html,8.21,8.7
530,20010104027_1800265518.html,8.54,8.67
531,20010104027_1800265817.html,8.19,8.59
532,20010104027_1800265988.html,8.57,8.58
533,20010104028_1800265270.html,4.25,6.91
534,20010104028_1800265518.html,6.58,7.14
535,20010104028_1800265600.html,5.75,7.28
536,20010104028_1800265817.html,4.5,6.68
537,20010104028_1800265821.html,5.75,7.28
538,20010104028_1800265985.html,6.5,7.46
539,20010104028_1800265988.html,7.61,7.03
540,20010104029_1800265270.html,6.08,7.89
541,20010104029_1800265518.html,7.46,7.95
542,20010104029_1800265817.html,6.65,7.72
543,20010104029_1800265988.html,7.91,7.75
544,20010104030_1800265270.html,6.33,7.74
545,20010104030_1800265518.html,7.21,7.86
546,20010104030_1800265600.html,7.46,8.02
547,20010104030_1800265817.html,5.96,7.53
548,20010104030_1800265988.html,5.3,7.39
549,20010104031_1800265270.html,5.92,7.33
550,20010104031_1800265518.html,6.92,7.42
551,20010104031_1800265600.html,6.79,7.54
552,20010104031_1800265817.html,6.58,7.27
553,20010104031_1800265988.html,7.09,7.25
554,20010104032_1800265270.html,2.29,4.13
555,20010104032_1800265340.html,3.08,4.73
556,20010104032_1800265518.html,1.38,3.59
557,20010104032_1800265597.html,5.71,5.63
558,20010104032_1800265599.html,3.08,4.73
559,20010104032_1800265817.html,0.96,3.24
560,20010104032_1800265819.html,5.88,5.71
561,20010104032_1800265820.html,3.54,4.95
562,20010104032_1800265988.html,4.78,3.44
563,20010104033_1800265270.html,4.96,7.0
564,20010104033_1800265518.html,5.79,7.06
565,20010104033_1800265600.html,6.46,7.37
566,20010104033_1800265817.html,3.35,6.55
567,20010104033_1800265988.html,5.48,6.71
568,20010104036_1800265270.html,5.63,7.33
569,20010104036_1800265518.html,6.79,7.22
570,20010104036_1800265600.html,5.63,7.33
571,20010104036_1800265817.html,4.54,6.75
572,20010104036_1800265821.html,5.63,7.33
573,20010104036_1800265985.html,6.13,7.45
574,20010104036_1800265988.html,5.61,6.83
575,20010104037_1800265270.html,6.04,7.43
576,20010104037_1800265518.html,7.33,7.63
577,20010104037_1800265600.html,7.17,7.7
578,20010104037_1800265817.html,6.81,7.49
579,20010104037_1800265988.html,7.61,7.5
580,20010104038_1800265270.html,5.38,6.8
581,20010104038_1800265340.html,6.12,7.26
582,20010104038_1800265518.html,4.13,6.63
583,20010104038_1800265599.html,7.12,7.61
584,20010104038_1800265600.html,6.13,7.24
585,20010104038_1800265817.html,4.15,6.4
586,20010104038_1800265822.html,5.38,6.88
587,20010104038_1800265986.html,5.88,6.98
588,20010104038_1800265988.html,4.96,6.42
589,20010104039_1800265270.html,5.21,7.22
590,20010104039_1800265518.html,7.08,7.52
591,20010104039_1800265600.html,6.83,7.62
592,20010104039_1800265817.html,6.85,7.4
593,20010104039_1800265988.html,7.61,7.43
594,20010104040_1800265270.html,7.13,7.81
595,20010104040_1800265518.html,7.92,7.83
596,20010104040_1800265817.html,7.54,7.78
597,20010104040_1800265988.html,6.78,7.64
598,20010104041_1800265270.html,6.96,7.56
599,20010104041_1800265518.html,7.5,7.55
600,20010104041_1800265817.html,6.85,7.43
601,20010104041_1800265988.html,5.52,7.17
602,20010104042_1800265270.html,5.58,7.68
603,20010104042_1800265518.html,7.42,7.95
604,20010104042_1800265600.html,7.21,8.08
605,20010104042_1800265817.html,7.35,7.84
606,20010104042_1800265988.html,7.91,7.85
607,20010104043_1800265270.html,7.29,8.21
608,20010104043_1800265518.html,7.83,8.14
609,20010104043_1800265817.html,7.65,8.05
610,20010104043_1800265988.html,7.78,8.02
611,20010104044_1800265270.html,2.75,4.98
612,20010104044_1800265340.html,2.88,5.7
613,20010104044_1800265518.html,1.29,4.35
614,20010104044_1800265599.html,2.88,5.7
615,20010104044_1800265600.html,3.25,5.1
616,20010104044_1800265817.html,1.42,3.84
617,20010104044_1800265820.html,2.88,5.7
618,20010104044_1800265821.html,3.25,5.1
619,20010104044_1800265984.html,2.88,5.7
620,20010104044_1800265985.html,3.25,5.1
621,20010104044_1800265986.html,1.29,4.35
622,20010104044_1800265988.html,3.57,3.8
623,20010104045_1800265270.html,5.17,7.38
624,20010104045_1800265518.html,6.96,7.47
625,20010104045_1800265817.html,6.92,7.51
626,20010104045_1800265821.html,6.92,7.81
627,20010104045_1800265988.html,7.65,7.53
628,20010104046_1800265270.html,7.38,7.97
629,20010104046_1800265518.html,7.04,7.79
630,20010104046_1800265817.html,7.65,7.76
631,20010104046_1800265988.html,7.26,7.7
632,20010104047_1800265270.html,7.63,8.08
633,20010104047_1800265340.html,8.31,8.23
634,20010104047_1800265518.html,7.29,7.93
635,20010104047_1800265817.html,7.46,7.84
636,20010104047_1800265988.html,7.26,7.77
637,20010104048_1800265270.html,6.88,7.67
638,20010104048_1800265518.html,7.08,7.56
639,20010104048_1800265817.html,7.15,7.49
640,20010104048_1800265988.html,7.22,7.45
641,20010104050_1800265270.html,7.96,8.56
642,20010104050_1800265518.html,8.63,8.57
