,filename,sgpa,cgpa
5215,21010203029_1800265587.html,7.42,7.42
5216,21010203029_1800265589.html,6.85,6.96
5217,21010203029_1800265760.html,6.63,6.88
5218,21010203029_1800266011.html,8.08,7.11
5219,21010203030_1800265235.html,,
5220,21010203030_1800265238.html,6.83,6.83
5221,21010203030_1800265242.html,,
5222,21010203030_1800265299.html,7.83,7.33
5223,21010203030_1800265362.html,6.83,6.83
5224,21010203030_1800265589.html,7.85,7.89
5225,21010203030_1800265760.html,7.67,7.84
5226,21010203030_1800266011.html,8.41,7.95
5227,21010203032_1800265235.html,,
5228,21010203032_1800265238.html,8.79,8.79
5229,21010203032_1800265242.html,,
5230,21010203032_1800265299.html,8.46,8.63
5231,21010203032_1800265589.html,7.81,8.34
5232,21010203032_1800265760.html,8.21,8.31
5233,21010203032_1800266011.html,8.62,8.36
5234,21010203033_1800265235.html,,
5235,21010203033_1800265238.html,8.46,8.46
5236,21010203033_1800265242.html,,
5237,21010203033_1800265299.html,8.46,8.46
5238,21010203033_1800265589.html,7.19,8.01
5239,21010203033_1800265760.html,7.75,7.95
5240,21010203033_1800266011.html,8.16,7.99
5241,21010203036_1800265235.html,,
5242,21010203036_1800265238.html,8.71,8.71
5243,21010203036_1800265242.html,,
5244,21010203036_1800265299.html,7.33,8.02
5245,21010203036_1800265589.html,6.88,7.62
5246,21010203036_1800265760.html,7.25,7.61
5247,21010203036_1800266011.html,8.04,7.69
5248,21010203037_1800265235.html,,
5249,21010203037_1800265238.html,6.96,6.96
5250,21010203037_1800265242.html,,
5251,21010203037_1800265299.html,5.88,6.42
5252,21010203037_1800265588.html,5.88,6.42
5253,21010203037_1800265589.html,6.46,6.43
5254,21010203037_1800265758.html,5.88,6.42
5255,21010203037_1800265760.html,6.33,6.41
5256,21010203037_1800266007.html,6.54,6.75
5257,21010203037_1800266011.html,7.25,6.75
5258,21010203038_1800265235.html,,
5259,21010203038_1800265238.html,6.04,6.04
5260,21010203038_1800265242.html,,
5261,21010203038_1800265299.html,7.08,7.15
5262,21010203038_1800265362.html,7.21,7.21
5263,21010203038_1800265589.html,6.96,7.08
5264,21010203038_1800265760.html,6.75,7.0
5265,21010203038_1800266011.html,7.54,7.1
5266,21010203041_1800265235.html,,
5267,21010203041_1800265238.html,8.92,8.92
5268,21010203041_1800265242.html,,
5269,21010203041_1800265299.html,8.83,8.88
5270,21010203041_1800265589.html,8.38,8.7
5271,21010203041_1800265760.html,8.21,8.58
5272,21010203041_1800266011.html,9.08,8.68
5273,21010203042_1800265235.html,,
5274,21010203042_1800265238.html,7.17,7.17
5275,21010203042_1800265242.html,,
5276,21010203042_1800265299.html,7.08,7.13
5277,21010203042_1800265589.html,7.12,7.12
5278,21010203042_1800265760.html,6.83,7.05
5279,21010203042_1800266011.html,8.2,7.27
5280,21010203043_1800265235.html,,
5281,21010203043_1800265238.html,7.88,7.88
5282,21010203043_1800265242.html,,
5283,21010203043_1800265299.html,7.75,7.81
5284,21010203043_1800265589.html,7.31,7.64
5285,21010203043_1800265760.html,6.42,7.34
5286,21010203043_1800266010.html,7.16,7.52
5287,21010203043_1800266011.html,8.29,7.67
5288,21010203044_1800265235.html,,
5289,21010203044_1800265238.html,4.5,4.5
5290,21010203044_1800265242.html,,
5291,21010203044_1800265299.html,5.29,5.27
5292,21010203044_1800265362.html,5.25,5.25
5293,21010203044_1800265589.html,6.08,5.93
5294,21010203044_1800265758.html,5.29,5.85
5295,21010203044_1800265760.html,5.46,5.82
5296,21010203044_1800266011.html,7.5,6.14
5297,21010203045_1800265235.html,,
5298,21010203045_1800265238.html,5.92,5.92
5299,21010203045_1800265242.html,,
5300,21010203045_1800265299.html,7.54,7.6
5301,21010203045_1800265362.html,7.67,7.67
5302,21010203045_1800265589.html,7.27,7.49
5303,21010203045_1800265760.html,7.54,7.5
5304,21010203045_1800266011.html,8.7,7.73
5305,21010203046_1800265235.html,,
5306,21010203046_1800265238.html,7.42,7.42
5307,21010203046_1800265242.html,,
5308,21010203046_1800265299.html,7.38,7.4
5309,21010203046_1800265589.html,7.85,7.55
5310,21010203046_1800265760.html,7.5,7.54
5311,21010203046_1800266011.html,8.37,7.7
5312,21010203048_1800265235.html,,
5313,21010203048_1800265238.html,2.42,2.42
5314,21010203048_1800265242.html,,
5315,21010203048_1800265299.html,1.46,2.38
5316,21010203048_1800265362.html,3.29,3.29
5317,21010203048_1800265588.html,1.46,2.38
5318,21010203048_1800265589.html,1.96,2.23
5319,21010203048_1800265759.html,2.42,2.39
5320,21010203048_1800265760.html,1.67,2.21
5321,21010203048_1800266010.html,3.16,2.58
5322,21010203048_1800266011.html,3.45,2.75
5323,21010204001_1800265292.html,4.58,3.71
5324,21010204001_1800265337.html,3.71,3.71
5325,21010204001_1800265517.html,2.35,3.73
5326,21010204001_1800265596.html,4.38,4.38
5327,21010204001_1800265816.html,5.21,4.21
5328,21010204001_1800265818.html,4.38,4.38
5329,21010204001_1800265819.html,4.58,4.48
5330,21010204001_1800265820.html,2.81,3.89
5331,21010204001_1800265982.html,5.13,5.13
5332,21010204001_1800265984.html,3.42,4.35
5333,21010204001_1800265986.html,2.5,4.16
5334,21010204002_1800265292.html,2.92,2.67
5335,21010204002_1800265337.html,3.29,3.29
5336,21010204002_1800265517.html,3.23,3.47
5337,21010204002_1800265596.html,3.29,3.29
5338,21010204002_1800265597.html,3.92,3.6
5339,21010204002_1800265816.html,3.75,3.6
5340,21010204002_1800265818.html,3.29,3.29
5341,21010204002_1800265820.html,3.46,3.55
5342,21010204002_1800265982.html,3.79,3.79
5343,21010204002_1800265985.html,5.25,4.09
5344,21010204002_1800265986.html,5.25,4.32
5345,21010204003_1800265292.html,7.5,7.56
5346,21010204003_1800265517.html,7.88,7.68
5347,21010204003_1800265816.html,8.38,7.85
5348,21010204003_1800265986.html,8.92,8.06
5349,21010204004_1800265292.html,3.04,2.52
5350,21010204004_1800265337.html,2.75,2.75
5351,21010204004_1800265517.html,1.58,2.43
5352,21010204004_1800265596.html,2.75,2.75
5353,21010204004_1800265816.html,2.46,2.85
5354,21010204004_1800265819.html,3.54,3.15
5355,21010204004_1800265820.html,2.65,2.97
5356,21010204004_1800265982.html,2.75,2.75
5357,21010204004_1800265983.html,4.33,3.54
5358,21010204004_1800265986.html,3.5,3.2
5359,21010204005_1800265292.html,3.46,3.54
5360,21010204005_1800265337.html,3.88,3.88
5361,21010204005_1800265517.html,4.23,3.96
5362,21010204005_1800265596.html,3.88,3.88
5363,21010204005_1800265597.html,3.75,3.81
5364,21010204005_1800265816.html,2.67,3.64
5365,21010204005_1800265818.html,3.88,3.88
5366,21010204005_1800265819.html,3.75,3.81
5367,21010204005_1800265820.html,4.23,3.96
5368,21010204005_1800265982.html,3.88,3.88
5369,21010204005_1800265984.html,4.69,4.12
5370,21010204005_1800265986.html,4.15,4.07
5371,21010204009_1800265292.html,7.92,7.46
5372,21010204009_1800265337.html,8.17,8.17
5373,21010204009_1800265517.html,8.0,8.03
5374,21010204009_1800265816.html,7.92,8.0
5375,21010204009_1800265986.html,8.13,8.02
5376,21010204011_1800265292.html,4.38,4.25
5377,21010204011_1800265337.html,4.13,4.13
5378,21010204011_1800265517.html,5.85,4.81
5379,21010204011_1800265816.html,6.0,5.22
5380,21010204011_1800265819.html,4.88,4.5
5381,21010204011_1800265982.html,4.13,4.13
5382,21010204011_1800265986.html,4.96,5.32
5383,21010205001_1800265395.html,3.75,3.75
5384,21010205001_1800265531.html,4.54,4.3
5385,21010205001_1800265548.html,5.04,5.04
5386,21010205001_1800265549.html,3.29,4.16
5387,21010205001_1800265770.html,5.54,5.54
5388,21010205001_1800265771.html,4.04,4.79
5389,21010205001_1800265773.html,6.31,5.4
5390,21010205001_1800265900.html,4.04,4.79
5391,21010205001_1800265903.html,6.52,5.62
5392,21010205002_1800265395.html,4.83,4.83
5393,21010205002_1800265531.html,4.38,4.88
5394,21010205002_1800265548.html,4.83,4.83
5395,21010205002_1800265549.html,5.45,5.14
5396,21010205002_1800265770.html,4.83,4.83
5397,21010205002_1800265773.html,5.04,4.92
5398,21010205002_1800265899.html,4.83,4.83
5399,21010205002_1800265901.html,6.0,5.45
5400,21010205002_1800265903.html,5.07,5.24
5401,21010205003_1800265395.html,3.17,3.17
5402,21010205003_1800265531.html,0.77,2.39
5403,21010205003_1800265548.html,4.21,4.21
5404,21010205003_1800265770.html,4.21,4.21
5405,21010205003_1800265771.html,2.33,3.27
5406,21010205003_1800265773.html,1.92,2.27
5407,21010205003_1800265899.html,4.21,4.21
5408,21010205003_1800265900.html,2.33,3.27
5409,21010205003_1800265901.html,1.65,2.7
5410,21010205003_1800265903.html,3.4,2.55
5411,21010205004_1800265395.html,5.75,5.75
5412,21010205004_1800265531.html,6.31,6.22
5413,21010205004_1800265548.html,5.75,5.75
5414,21010205004_1800265549.html,6.58,6.16
5415,21010205004_1800265770.html,6.92,6.92
5416,21010205004_1800265773.html,7.46,6.82
5417,21010205004_1800265903.html,7.84,7.1
5418,21010205005_1800265395.html,7.29,7.29
5419,21010205005_1800265531.html,7.08,7.08
5420,21010205005_1800265773.html,6.62,6.96
5421,21010205005_1800265902.html,7.31,7.14
5422,21010205005_1800265903.html,7.48,7.06
5423,21010205006_1800265531.html,7.46,7.54
5424,21010205006_1800265773.html,7.54,7.54
5425,21010205006_1800265903.html,7.88,7.61
5426,21010205012_1800265395.html,4.21,4.21
5427,21010205012_1800265531.html,3.65,3.72
5428,21010205012_1800265548.html,4.21,4.21
5429,21010205012_1800265773.html,5.46,4.17
5430,21010205012_1800265899.html,5.21,5.21
5431,21010205012_1800265903.html,6.16,4.63
5432,21010205013_1800265395.html,5.17,5.17
5433,21010205013_1800265531.html,4.15,4.38
5434,21010205013_1800265548.html,5.46,5.46
5435,21010205013_1800265773.html,6.81,5.01
5436,21010205013_1800265899.html,5.46,5.46
5437,21010205013_1800265903.html,6.8,5.44
5438,21010205014_1800265395.html,4.04,4.04
5439,21010205014_1800265531.html,4.0,4.14
5440,21010205014_1800265548.html,5.08,5.08
5441,21010205014_1800265773.html,4.69,4.28
5442,21010205014_1800265899.html,5.08,5.08
5443,21010205014_1800265902.html,5.77,4.56
5444,21010205014_1800265903.html,5.52,4.53
5445,21010205020_1800265395.html,6.13,6.13
5446,21010205020_1800265531.html,6.62,6.01
5447,21010205020_1800265548.html,6.13,6.13
5448,21010205020_1800265549.html,5.25,5.68
5449,21010205020_1800265770.html,6.13,6.13
5450,21010205020_1800265771.html,5.25,5.69
5451,21010205020_1800265773.html,5.46,5.87
5452,21010205020_1800265899.html,6.13,6.13
5453,21010205020_1800265900.html,5.25,5.69
5454,21010205020_1800265903.html,7.44,6.47
5455,21010205022_1800265395.html,2.58,2.58
5456,21010205022_1800265531.html,2.31,3.03
5457,21010205022_1800265548.html,3.63,3.63
5458,21010205022_1800265549.html,3.2,3.41
5459,21010205022_1800265770.html,3.63,3.63
5460,21010205022_1800265771.html,3.21,3.42
5461,21010205022_1800265773.html,3.04,3.19
5462,21010205022_1800265899.html,3.63,3.63
5463,21010205022_1800265900.html,3.21,3.42
5464,21010205022_1800265903.html,2.44,3.04
5465,21010205024_1800265395.html,4.13,4.13
5466,21010205024_1800265531.html,4.77,4.82
5467,21010205024_1800265548.html,5.21,5.21
5468,21010205024_1800265549.html,4.5,4.85
5469,21010205024_1800265771.html,4.5,4.85
5470,21010205024_1800265773.html,6.23,5.19
5471,21010205024_1800265899.html,5.21,5.21
5472,21010205024_1800265900.html,4.5,4.85
5473,21010205024_1800265903.html,4.44,5.14
5474,21010205027_1800265395.html,4.25,4.25
5475,21010205027_1800265531.html,3.92,3.77
5476,21010205027_1800265548.html,5.08,5.08
5477,21010205027_1800265771.html,2.54,3.81
5478,21010205027_1800265773.html,2.73,3.56
5479,21010205027_1800265901.html,4.54,4.07
5480,21010205027_1800265903.html,2.32,3.44
5481,21010205028_1800265531.html,4.96,5.12
5482,21010205028_1800265548.html,5.46,5.46
5483,21010205028_1800265549.html,4.95,5.2
5484,21010205028_1800265770.html,6.46,6.46
5485,21010205028_1800265771.html,4.96,5.71
5486,21010205028_1800265773.html,4.92,5.31
5487,21010205028_1800265900.html,4.96,5.71
5488,21010205028_1800265902.html,5.85,5.63
5489,21010205028_1800265903.html,5.24,5.36
5490,21010205029_1800265531.html,6.23,6.3
5491,21010205029_1800265549.html,6.75,6.33
5492,21010205029_1800265770.html,7.42,7.42
5493,21010205029_1800265773.html,5.5,6.45
5494,21010205029_1800265902.html,5.5,6.45
5495,21010205029_1800265903.html,6.2,6.4
5496,21010205030_1800265395.html,3.25,3.25
5497,21010205030_1800265531.html,3.73,3.16
5498,21010205030_1800265773.html,1.96,3.01
5499,21010205030_1800265903.html,3.36,3.54
5500,21010205033_1800265531.html,4.77,5.19
5501,21010205033_1800265548.html,6.04,6.04
5502,21010205033_1800265770.html,7.04,7.04
5503,21010205033_1800265771.html,6.04,6.54
5504,21010205033_1800265773.html,6.19,5.99
5505,21010205033_1800265901.html,5.85,6.3
5506,21010205033_1800265902.html,6.88,6.45
5507,21010205033_1800265903.html,6.0,5.99
5508,21010205034_1800265395.html,4.13,4.13
5509,21010205034_1800265531.html,2.15,3.19
5510,21010205034_1800265548.html,4.13,4.13
5511,21010205034_1800265770.html,4.88,4.88
5512,21010205034_1800265773.html,4.23,3.64
5513,21010205034_1800265899.html,4.88,4.88
5514,21010205034_1800265900.html,3.38,4.13
5515,21010205034_1800265901.html,3.54,3.92
5516,21010205034_1800265903.html,3.48,3.77
5517,21010205035_1800265395.html,3.75,3.75
5518,21010205035_1800265531.html,4.5,4.43
5519,21010205035_1800265548.html,4.5,4.5
5520,21010205035_1800265549.html,4.29,4.39
5521,21010205035_1800265770.html,4.5,4.5
5522,21010205035_1800265771.html,5.04,4.77
5523,21010205035_1800265773.html,4.5,4.79
5524,21010205035_1800265899.html,4.5,4.5
5525,21010205035_1800265901.html,5.12,5.22
5526,21010205035_1800265903.html,6.72,5.66
5527,21010205036_1800265395.html,6.42,6.42
5528,21010205036_1800265531.html,3.73,4.78
5529,21010205036_1800265549.html,4.29,5.35
5530,21010205036_1800265771.html,4.79,5.6
5531,21010205036_1800265773.html,5.12,5.23
5532,21010205036_1800265900.html,4.79,5.6
5533,21010205036_1800265903.html,5.88,5.58
5534,21010205044_1800265395.html,0.58,0.58
5535,21010205044_1800265531.html,0.0,0.49
5536,21010205044_1800265548.html,0.88,0.88
5537,21010205044_1800265770.html,0.88,0.88
5538,21010205044_1800265771.html,1.13,1.0
5539,21010205044_1800265773.html,1.04,0.75
5540,21010205044_1800265899.html,0.88,0.88
5541,21010205044_1800265901.html,0.54,0.84
5542,21010205044_1800265903.html,0.56,0.92
5543,21010301001_1800265291.html,5.25,6.27
5544,21010301001_1800265329.html,7.29,7.29
5545,21010301001_1800265468.html,1.96,4.97
5546,21010301001_1800265498.html,5.92,6.6
5547,21010301001_1800265787.html,5.92,6.6
5548,21010301001_1800265788.html,1.96,4.97
5549,21010301001_1800265813.html,4.0,4.73
5550,21010301001_1800265930.html,3.96,5.68
5551,21010301001_1800265931.html,4.0,5.27
5552,21010301001_1800265932.html,3.42,4.88
5553,21010301002_1800265291.html,8.13,8.35
5554,21010301002_1800265468.html,8.15,8.28
5555,21010301002_1800265813.html,7.75,8.15
5556,21010301002_1800265932.html,6.65,7.84
5557,21010301003_1800265291.html,4.08,5.5
5558,21010301003_1800265468.html,6.04,6.3
5559,21010301003_1800265498.html,5.96,6.44
5560,21010301003_1800265813.html,5.38,6.07
5561,21010301003_1800265931.html,5.38,6.07
5562,21010301003_1800265932.html,5.0,5.85
5563,21010301004_1800265291.html,5.92,5.5
5564,21010301004_1800265329.html,5.08,5.08
5565,21010301004_1800265468.html,4.35,5.62
5566,21010301004_1800265494.html,6.71,6.71
5567,21010301004_1800265788.html,5.04,5.86
5568,21010301004_1800265813.html,3.63,5.32
5569,21010301004_1800265930.html,6.77,6.47
5570,21010301004_1800265931.html,4.13,5.9
5571,21010301004_1800265932.html,4.25,5.57
5572,21010301006_1800265291.html,5.38,6.35
5573,21010301006_1800265468.html,5.54,6.39
5574,21010301006_1800265498.html,6.38,6.85
5575,21010301006_1800265813.html,3.88,5.94
5576,21010301006_1800265931.html,6.13,6.49
5577,21010301006_1800265932.html,5.88,6.36
5578,21010301007_1800265291.html,5.46,6.46
5579,21010301007_1800265468.html,2.96,5.23
5580,21010301007_1800265498.html,5.46,6.46
5581,21010301007_1800265788.html,3.42,5.61
5582,21010301007_1800265813.html,5.46,5.57
5583,21010301007_1800265930.html,5.42,6.31
5584,21010301007_1800265932.html,2.5,5.35
5585,21010301010_1800265291.html,5.79,6.04
5586,21010301010_1800265329.html,6.29,6.29
5587,21010301010_1800265468.html,5.5,5.85
5588,21010301010_1800265494.html,6.29,6.29
5589,21010301010_1800265498.html,5.79,6.04
5590,21010301010_1800265786.html,6.29,6.29
5591,21010301010_1800265787.html,5.79,6.04
5592,21010301010_1800265813.html,4.92,5.79
5593,21010301010_1800265928.html,6.29,6.29
5594,21010301010_1800265929.html,5.79,6.04
5595,21010301010_1800265931.html,4.92,5.79
5596,21010301010_1800265932.html,5.88,5.81
5597,21010301013_1800265291.html,5.79,5.83
5598,21010301013_1800265329.html,5.88,5.88
5599,21010301013_1800265468.html,6.58,6.09
5600,21010301013_1800265786.html,5.88,5.88
5601,21010301013_1800265787.html,5.79,5.83
5602,21010301013_1800265813.html,5.58,5.97
5603,21010301013_1800265928.html,5.88,5.88
5604,21010301013_1800265931.html,6.58,6.21
5605,21010301013_1800265932.html,5.31,6.02
5606,21010301016_1800265291.html,1.71,2.63
5607,21010301016_1800265329.html,3.54,3.54
5608,21010301016_1800265468.html,0.73,2.42
5609,21010301016_1800265498.html,3.13,3.33
5610,21010301016_1800265786.html,3.54,3.54
5611,21010301016_1800265787.html,3.13,3.33
5612,21010301016_1800265788.html,1.19,2.58
5613,21010301016_1800265813.html,1.04,2.2
5614,21010301016_1800265930.html,1.65,2.74
5615,21010301016_1800265931.html,1.92,2.54
5616,21010301016_1800265932.html,0.77,2.17
5617,21010301018_1800265291.html,7.04,7.27
5618,21010301018_1800265468.html,5.62,6.69
5619,21010301018_1800265788.html,6.31,6.93
5620,21010301018_1800265813.html,7.08,6.97
5621,21010301018_1800265932.html,6.12,6.79
5622,21010301022_1800265291.html,7.29,7.44
5623,21010301022_1800265329.html,7.58,7.58
5624,21010301022_1800265468.html,6.88,7.24
5625,21010301022_1800265813.html,6.58,7.08
5626,21010301022_1800265932.html,4.92,6.63
5627,21010301023_1800265291.html,5.71,6.0
5628,21010301023_1800265329.html,6.29,6.29
5629,21010301023_1800265468.html,2.42,4.74
5630,21010301023_1800265787.html,5.71,6.0
5631,21010301023_1800265788.html,2.42,4.74
5632,21010301023_1800265813.html,2.38,4.16
5633,21010301023_1800265930.html,3.58,5.15
5634,21010301023_1800265932.html,3.15,4.29
5635,21010301025_1800265291.html,7.75,7.79
5636,21010301025_1800265468.html,6.77,7.43
5637,21010301025_1800265813.html,6.79,7.28
5638,21010301025_1800265932.html,5.15,6.83
5639,21010301027_1800265291.html,6.58,6.9
5640,21010301027_1800265468.html,6.54,6.77
5641,21010301027_1800265498.html,6.58,6.9
5642,21010301027_1800265787.html,7.08,7.15
5643,21010301027_1800265813.html,4.25,6.28
5644,21010301027_1800265931.html,6.13,6.73
5645,21010301027_1800265932.html,4.31,6.23
5646,21010301028_1800265291.html,7.96,7.79
5647,21010301028_1800265468.html,7.85,7.81
5648,21010301028_1800265813.html,7.0,7.61
5649,21010301028_1800265932.html,7.58,7.6
5650,21010301029_1800265291.html,6.79,6.56
5651,21010301029_1800265329.html,6.33,6.33
5652,21010301029_1800265468.html,6.04,6.38
5653,21010301029_1800265494.html,6.33,6.33
5654,21010301029_1800265786.html,7.08,7.08
5655,21010301029_1800265813.html,6.33,6.55
5656,21010301029_1800265932.html,5.81,6.4
5657,21010301033_1800265291.html,7.63,7.38
5658,21010301033_1800265329.html,7.13,7.13
5659,21010301033_1800265468.html,6.77,7.16
5660,21010301033_1800265813.html,6.96,7.11
5661,21010301033_1800265932.html,6.46,6.98
5662,21010301034_1800265291.html,7.79,7.63
5663,21010301034_1800265468.html,6.65,7.28
5664,21010301034_1800265813.html,4.04,6.49
5665,21010301034_1800265931.html,6.04,6.98
5666,21010301034_1800265932.html,5.62,6.69
5667,21010301037_1800265291.html,5.29,5.69
5668,21010301037_1800265329.html,6.08,6.08
5669,21010301037_1800265468.html,6.81,6.3
5670,21010301037_1800265494.html,6.75,6.75
5671,21010301037_1800265498.html,5.29,6.02
5672,21010301037_1800265787.html,6.04,6.4
5673,21010301037_1800265813.html,5.5,6.29
5674,21010301037_1800265929.html,6.04,6.4
5675,21010301037_1800265931.html,5.75,6.35
5676,21010301037_1800265932.html,6.04,6.28
5677,21010301039_1800265291.html,6.67,6.35
5678,21010301039_1800265329.html,6.04,6.04
5679,21010301039_1800265468.html,5.62,6.09
5680,21010301039_1800265498.html,6.67,6.35
5681,21010301039_1800265786.html,6.04,6.04
5682,21010301039_1800265787.html,7.42,6.73
5683,21010301039_1800265813.html,3.04,5.53
5684,21010301039_1800265928.html,6.04,6.04
5685,21010301039_1800265930.html,6.23,6.55
5686,21010301039_1800265931.html,4.29,6.0
5687,21010301039_1800265932.html,4.23,5.63
5688,21010301040_1800265291.html,7.25,7.29
5689,21010301040_1800265468.html,7.35,7.31
5690,21010301040_1800265813.html,6.92,7.21
5691,21010301040_1800265932.html,5.92,6.94
5692,21010301042_1800265291.html,7.79,7.85
5693,21010301042_1800265468.html,7.5,7.73
5694,21010301042_1800265813.html,7.38,7.64
5695,21010301042_1800265932.html,6.62,7.43
5696,21010301043_1800265291.html,6.21,6.21
5697,21010301043_1800265329.html,6.21,6.21
5698,21010301043_1800265468.html,5.0,5.97
5699,21010301043_1800265494.html,6.79,6.79
5700,21010301043_1800265498.html,6.21,6.5
5701,21010301043_1800265787.html,6.96,6.88
5702,21010301043_1800265788.html,5.0,6.22
5703,21010301043_1800265813.html,4.79,5.87
5704,21010301043_1800265930.html,6.73,6.82
5705,21010301043_1800265931.html,5.13,6.41
5706,21010301043_1800265932.html,5.0,6.11
5707,21010301047_1800265291.html,5.92,6.48
5708,21010301047_1800265468.html,5.85,6.42
5709,21010301047_1800265498.html,6.42,6.73
5710,21010301047_1800265813.html,4.25,5.89
5711,21010301047_1800265931.html,5.75,6.26
5712,21010301047_1800265932.html,4.19,5.82
5713,21010301050_1800265291.html,7.08,7.17
5714,21010301050_1800265468.html,7.54,7.3
5715,21010301050_1800265813.html,7.75,7.41
5716,21010301050_1800265932.html,7.85,7.5
5717,21010301051_1800265291.html,4.63,5.27
5718,21010301051_1800265329.html,5.92,5.92
5719,21010301051_1800265468.html,5.08,5.45
5720,21010301051_1800265494.html,5.92,5.92
5721,21010301051_1800265498.html,5.38,5.65
5722,21010301051_1800265786.html,6.67,6.67
5723,21010301051_1800265787.html,6.13,6.4
5724,21010301051_1800265788.html,5.69,6.15
5725,21010301051_1800265813.html,5.92,6.09
5726,21010301051_1800265931.html,6.79,6.31
5727,21010301051_1800265932.html,6.27,6.3
5728,21010301055_1800265291.html,6.96,7.33
5729,21010301055_1800265468.html,7.31,7.32
5730,21010301055_1800265787.html,7.83,7.77
5731,21010301055_1800265813.html,4.38,6.82
5732,21010301055_1800265931.html,6.38,7.31
5733,21010301055_1800265932.html,4.38,6.69
5734,21010301056_1800265291.html,7.21,7.04
5735,21010301056_1800265329.html,6.88,6.88
5736,21010301056_1800265468.html,6.38,6.81
5737,21010301056_1800265813.html,5.79,6.56
5738,21010301056_1800265931.html,6.79,6.81
5739,21010301056_1800265932.html,6.19,6.68
5740,21010301058_1800265291.html,6.04,6.46
5741,21010301058_1800265329.html,6.88,6.88
5742,21010301058_1800265468.html,5.23,6.03
5743,21010301058_1800265498.html,6.04,6.46
5744,21010301058_1800265788.html,5.23,6.03
5745,21010301058_1800265813.html,3.08,5.31
5746,21010301058_1800265931.html,5.08,5.8
5747,21010301058_1800265932.html,2.58,5.12
5748,21010301059_1800265291.html,5.04,5.33
5749,21010301059_1800265329.html,5.63,5.63
5750,21010301059_1800265468.html,3.85,4.81
5751,21010301059_1800265494.html,5.63,5.63
5752,21010301059_1800265498.html,5.04,5.33
5753,21010301059_1800265786.html,5.63,5.63
5754,21010301059_1800265787.html,5.04,5.33
5755,21010301059_1800265788.html,3.85,4.81
5756,21010301059_1800265813.html,3.54,4.5
5757,21010301059_1800265928.html,5.63,5.63
5758,21010301059_1800265929.html,5.04,5.33
5759,21010301059_1800265930.html,5.23,5.3
5760,21010301059_1800265931.html,4.54,5.11
5761,21010301059_1800265932.html,2.77,4.62
5762,21010301062_1800265291.html,7.21,7.31
5763,21010301062_1800265329.html,7.42,7.42
5764,21010301062_1800265468.html,6.58,7.05
5765,21010301062_1800265813.html,5.5,6.67
5766,21010301062_1800265932.html,7.35,7.03
5767,21010301063_1800265291.html,6.04,6.52
5768,21010301063_1800265329.html,7.0,7.0
5769,21010301063_1800265468.html,4.54,5.82
5770,21010301063_1800265788.html,4.54,5.82
5771,21010301063_1800265813.html,3.0,5.13
5772,21010301063_1800265930.html,4.54,5.82
5773,21010301063_1800265931.html,4.0,5.38
5774,21010301063_1800265932.html,3.19,4.92
5775,21010301064_1800265291.html,5.58,6.21
5776,21010301064_1800265468.html,5.12,5.82
5777,21010301064_1800265498.html,5.58,6.21
5778,21010301064_1800265788.html,5.81,6.07
5779,21010301064_1800265813.html,4.88,5.78
5780,21010301064_1800265929.html,5.58,6.21
5781,21010301064_1800265930.html,6.27,6.23
5782,21010301064_1800265932.html,3.67,5.63
5783,21010301065_1800265291.html,4.17,4.04
5784,21010301065_1800265329.html,3.92,3.92
5785,21010301065_1800265468.html,2.92,3.97
5786,21010301065_1800265494.html,4.92,4.92
5787,21010301065_1800265786.html,4.92,4.92
5788,21010301065_1800265787.html,4.17,4.54
5789,21010301065_1800265788.html,2.92,3.97
5790,21010301065_1800265813.html,1.54,3.38
5791,21010301065_1800265928.html,4.92,4.92
5792,21010301065_1800265929.html,4.17,4.54
5793,21010301065_1800265930.html,2.92,3.97
5794,21010301065_1800265932.html,0.77,2.98
5795,21010304001_1800265292.html,6.75,7.06
5796,21010304001_1800265517.html,7.19,7.11
5797,21010304001_1800265816.html,5.17,6.63
5798,21010304001_1800265985.html,6.04,6.85
5799,21010304001_1800265986.html,6.27,6.73
5800,21010304002_1800265292.html,3.63,3.73
5801,21010304002_1800265337.html,3.83,3.83
5802,21010304002_1800265517.html,3.27,3.57
5803,21010304002_1800265597.html,3.63,3.73
5804,21010304002_1800265816.html,2.38,3.28
5805,21010304002_1800265818.html,3.83,3.83
5806,21010304002_1800265986.html,2.12,3.03
5807,21010304003_1800265292.html,3.54,5.29
5808,21010304003_1800265517.html,2.77,4.41
5809,21010304003_1800265816.html,3.33,4.51
5810,21010304003_1800265819.html,3.54,5.29
5811,21010304003_1800265820.html,4.15,4.89
5812,21010304003_1800265986.html,4.54,4.65
5813,21010304005_1800265292.html,6.38,6.33
5814,21010304005_1800265337.html,7.29,7.29
5815,21010304005_1800265517.html,6.54,6.73
5816,21010304005_1800265816.html,6.0,6.55
5817,21010304005_1800265986.html,6.92,6.63
5818,21010304006_1800265292.html,2.04,2.65
5819,21010304006_1800265337.html,3.25,3.25
5820,21010304006_1800265517.html,2.31,2.53
5821,21010304006_1800265596.html,3.25,3.25
5822,21010304006_1800265816.html,1.79,2.47
5823,21010304006_1800265818.html,3.25,3.25
5824,21010304006_1800265819.html,2.54,2.9
5825,21010304006_1800265984.html,2.31,2.69
5826,21010304006_1800265985.html,3.46,2.88
5827,21010304006_1800265986.html,3.31,2.97
5828,21010304009_1800265292.html,6.92,6.6
